4991,1867
4991,1539
4991,3300
4991,577
4991,2742
4991,789
4957,675
4957,2586
4957,460
4957,2149
4957,1403
4957,1698
4957,3823
4957,1410
4957,74
4957,189
2254,2944
2254,3689
2254,3091
2254,3267
2254,3335
2254,1989
2254,2010
2254,2721
2254,2094
2254,607
2254,693
6364,2120
6364,1704
6364,160
6364,1181
282,1634
282,362
282,12
282,2154
282,817
21,2246
21,1091
21,760
21,1414
21,3140
1351,1498
1351,916
1826,675
1826,2586
1826,460
1826,2149
1826,1403
1826,1698
1826,3823
1826,1410
1826,74
1826,189
8628,2867
8628,92
8628,1569
8628,746
5775,2186
5775,2685
5775,1744
5775,3065
2513,3431
2513,2732
2513,2185
2513,1452
7122,2246
7122,1091
7122,760
7122,1414
7122,3140
538,2246
538,1091
538,760
538,1414
538,3140
7327,701
7327,242
7327,2396
7327,3490
7327,186
7327,18
7327,3208
7327,3357
7327,1619
7327,1724
7327,2074
7327,333
7327,2243
7327,1216
7696,2653
7696,1414
7696,1091
7696,2783
2970,477
2970,166
2970,2302
2970,2336
2970,3689
2970,57
2970,541
2970,2383
2970,1678
2970,2913
2970,1387
2970,422
2970,191
2970,1155
2970,1253
2970,3526
2970,2075
2970,2526
7953,3387
7953,1479
7953,564
7953,2391
7953,2720
7953,3643
7953,108
7953,2089
7953,527
7953,1883
7953,965
7953,262
7953,1611
7953,3357
7953,2951
7953,1397
7953,2231
7953,2721
7953,2689
7953,3140
339,1589
339,451
339,445
339,2986
339,309
339,1452
339,1450
339,92
339,2885
339,3431
339,1463
3246,1838
3246,2472
3246,1167
3246,2554
3246,1655
3246,67
8570,3387
8570,2952
8570,1479
8570,2391
8570,2720
8570,3643
8570,108
8570,3011
8570,2089
8570,1883
8570,2951
8570,262
8570,1397
8570,2231
8570,965
8570,1414
8570,1435
8570,3140
7187,672
7187,3689
7187,2034
7187,572
5006,100
5542,1846
5542,1382
5542,2693
5542,2674
5542,1165
5542,2169
5542,2522
5542,3740
5542,1245
5542,2371
5542,557
5542,1335
5542,1252
5542,1141
5542,2243
7157,12
7157,1634
8095,1019
8095,2513
8095,3779
8095,1044
8095,2590
3333,1846
3333,3251
3333,2693
3333,2674
3333,1165
3333,2169
3333,2522
3333,3740
3333,1245
3333,2371
3333,557
3333,1335
3333,2243
3333,2517
3333,2195
716,675
716,2586
716,2417
716,1403
716,1698
716,74
716,1410
716,3823
716,189
716,344
6848,1479
6848,2391
6848,1204
6848,683
6848,905
6848,2089
6848,1789
6848,2543
6848,2058
6848,2818
6848,1213
6848,1677
6848,3547
6848,2375
6848,3090
6848,2231
6848,1852
6848,1356
6848,3568
6848,31
1580,613
1580,3036
1580,160
1580,3070
1580,1533
1149,2854
1149,613
1149,1152
1149,2515
1149,2651
1149,2359
1149,1250
3232,2186
3232,2685
3232,1744
3232,3065
4129,2246
4129,1091
4129,760
4129,1414
4129,3140
1061,675
1061,2586
1061,460
1061,2149
1061,1403
1061,1698
1061,3823
1061,1410
1061,74
1061,189
8228,1634
8228,1020
8228,3030
8228,12
8228,2154
8228,817
8228,637
642,2912
642,103
642,3296
642,3038
642,3792
642,2769
642,986
5812,3101
5812,2085
5812,3386
5812,1183
5812,584
3777,1498
3777,916
4513,103
4513,839
4513,3296
4513,3038
2131,3431
2131,2732
2131,2185
2131,1452
5403,2952
5403,3019
5403,1519
5403,2947
5403,2110
5403,3801
5403,2506
5403,2803
4467,1152
4467,189
4467,1181
157,2952
157,3019
157,1519
157,2947
157,2110
157,3801
157,2506
157,2803
7948,3359
7948,3801
1069,2512
1069,180
1069,3062
1069,2470
1069,3030
1069,1195
1069,2376
1069,2154
1802,675
1802,2586
1802,460
1802,2149
1802,1403
1802,1698
1802,3823
1802,1410
1802,74
1802,189
6559,2246
6559,1091
6559,760
6559,1414
6559,3140
4078,381
4078,3634
4078,716
4078,2540
4078,3643
4078,2986
4078,1397
4078,1611
4078,262
4078,3588
4078,2043
4078,1934
4078,2841
4078,3431
3340,675
3340,2586
3340,2417
