1,6730
1,2942
1,8272
1,6857
1,28
2,2291
3,7903
3,577
4,680
5,1134
5,3357
7,6047
7,4308
8,7080
8,8266
8,5960
10,8099
10,3713
10,1591
11,5480
11,961
11,5599
12,7407
12,5940
12,8519
13,8055
14,2090
14,2545
16,8292
16,4496
16,4368
17,5511
17,5757
18,3465
19,354
20,6889
20,2541
21,6237
22,5583
22,5423
23,985
25,1767
26,6751
27,6489
27,6986
27,1126
29,8079
30,7637
32,6305
32,224
32,1327
33,8564
34,7627
34,5978
34,3178
34,1712
35,2708
35,2797
37,5520
39,685
40,4881
41,7780
41,2424
41,3456
42,8348
43,8383
44,2357
46,2005
46,493
47,1439
48,1547
48,4520
48,4272
49,4222
50,5404
50,858
51,4713
52,6207
53,3821
53,3534
56,3944
57,4830
57,1724
57,4005
59,3540
59,1483
61,7172
62,1474
63,1048
66,1881
67,633
68,8060
68,644
70,6894
70,2414
71,2661
71,3580
72,4849
73,4094
73,6344
74,7674
76,8015
77,3504
77,5776
79,6390
80,8545
80,4611
80,2290
81,2545
83,8486
83,5768
84,4034
85,4129
86,7866
87,2814
87,4588
88,2376
88,913
89,5865
89,603
91,8424
91,5584
92,1333
92,5402
92,4808
93,2163
93,4722
94,2292
94,2800
96,5410
96,8592
97,3041
97,6893
98,5509
99,294
100,4883
100,5031
101,6192
103,992
103,2579
104,2016
104,5339
104,4574
105,106
106,4006
107,3815
107,8849
108,228
108,531
108,784
109,3636
110,85
110,4694
110,6160
110,568
111,6714
111,3510
113,1511
113,2764
113,1911
113,6623
114,413
114,8578
114,6372
114,6686
115,8537
116,1377
116,6196
116,5257
116,4145
117,746
118,6609
119,2977
119,2827
119,2086
120,3937
120,4032
120,7109
121,6160
121,6260
121,3391
121,5486
121,3623
121,26
122,1192
122,4910
122,1702
122,3311
122,8485
123,4435
123,933
123,6831
124,7119
125,6575
125,8637
126,40
127,1030
128,8568
129,5581
129,2214
130,3615
130,7161
131,5766
132,7127
132,1872
132,1484
132,4014
132,3991
132,1623
133,6895
133,1583
134,1868
134,1388
135,6327
135,3772
137,2921
137,4261
138,6027
138,2735
138,3612
139,6371
139,5322
140,2260
140,1650
143,5779
143,2896
143,6203
143,3659
144,3047
144,8630
145,4529
146,832
146,6312
146,7306
146,523
147,6306
148,3486
148,1504
148,4095
149,6864
149,2092
149,4396
149,4396
149,5027
149,1243
150,884
151,8835
152,5344
152,4606
153,4424
153,1714
154,6134
155,2483
155,8610
156,5456
157,7248
157,690
157,2695
157,2925
158,5883
159,5430
160,3962
161,6712
162,6358
162,5283
163,2536
164,6167
164,4004
165,398
165,4310
166,2505
166,943
167,1732
168,1465
168,5649
168,7517
169,8653
170,8730
170,7522
170,1009
171,1773
171,7598
171,1213
171,2392
172,8502
173,6729
174,5499
174,2307
175,8131
175,8456
176,6859
176,6697
177,1041
177,670
178,2103
178,105
179,2682
179,2453
179,5927
179,5943
180,8498
181,5698
181,8082
181,2085
182,567
182,8425
182,892
184,7579
184,3754
184,4217
184,1931
184,8405
185,5074
185,937
185,4848
185,6951
