1,800
1,993
1,2202
1,4889
1,1851
2,3997
2,3279
2,4626
2,1299
2,2881
3,4088
3,923
3,4324
3,2712
3,133
4,1974
4,3129
4,2788
4,5749
4,381
5,5547
5,3376
5,628
5,5100
5,1634
6,3795
6,4990
6,396
6,1852
6,4701
7,2725
7,3412
7,2764
7,1731
7,1247
8,1048
8,2104
8,4699
8,4553
9,4981
9,3948
9,5898
9,5330
9,343
10,5631
10,4647
10,152
10,4339
10,4667
11,2269
11,3475
11,5606
11,2836
11,4021
12,4479
12,2591
12,1656
12,140
12,1328
13,5863
13,2089
13,1690
13,3855
13,1363
14,3548
14,4968
14,5631
14,5835
14,350
15,4723
15,5152
15,2187
15,5918
15,1387
16,3635
16,3075
16,5639
16,3591
16,1949
17,1396
17,4169
17,4970
17,1454
17,1532
18,4987
18,2260
18,3875
18,5639
18,5502
19,3031
19,1197
20,4611
20,2558
20,3603
20,4987
20,4138
21,3082
21,5313
21,931
21,3175
21,4883
22,1993
22,1437
22,655
23,3341
23,3187
23,2720
23,2545
23,4370
24,1615
24,1697
24,4779
24,971
24,1282
25,652
25,123
25,320
25,5174
25,4901
26,5639
26,1810
26,5199
26,2582
26,992
27,2788
27,235
27,4169
27,1974
27,3129
28,4647
28,1509
28,1852
28,3795
28,2788
29,4825
29,2187
29,1305
29,3824
29,278
30,3478
30,5768
30,3661
30,1328
30,3005
31,4485
31,5631
31,698
31,2747
31,5334
32,4669
32,3664
32,35
32,1139
32,4243
33,224
33,3110
33,4374
33,2766
33,578
34,3070
34,5108
34,1575
34,4414
34,1926
35,3194
35,2314
35,5428
35,3110
35,1988
36,4724
36,968
36,3147
36,2532
36,880
37,1509
37,1319
37,3611
37,3469
37,4442
38,5634
38,1892
38,4816
38,3536
38,5485
39,5546
39,4987
39,5866
39,3348
39,2187
40,1381
40,5679
40,4485
40,3279
40,1609
41,4384
41,2058
41,2086
41,129
41,1428
42,1381
42,4485
42,3147
42,3275
42,698
43,4816
43,3536
43,3175
43,44
43,5023
44,2842
44,846
44,2187
44,3279
44,930
45,2678
45,2006
45,2187
45,1034
45,4
46,3097
46,2077
46,2779
46,5510
46,491
47,496
47,2407
48,140
48,4107
48,2053
48,2996
48,5789
49,3076
49,3923
49,483
49,5484
49,4021
50,3221
